Frequency,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily
2010-01-20,3.6725,96.92,3.7998867817719,0.707614,1.094537,1.369725,0.707614,1.383951,0.376,1.3937,1.7884941975658,1.045217,1.04465,492.21,6.82713,1957.82,0.707614,18.320125,0.707614,5.266204,72.15702,0.707614,0.707614,0.707614,0.707614,0.615058,0.707614,7.766275,0.684933,190.34107,9335.699123,0.707614,3.707189,45.950326,10029,126.65,0.707614,91.034532,1136.378432,0.28675,147.96,114.35,0.707614,0.707614,0.713349,7.982593,42.57,0.707614,29.7536,12.691763,3.364492,0.707614,5.755378,73.04,1.386003,0.3845,2.855,46.079111,84.6626,2.846872,0.707614,3.64,2.920889,68.5118,29.729691,3.7502,7.158576,1.398457,0.707614,0.707614,32.954288,,1.4672374752335,6.3608,31.959383,8.0055,1,19.553,4.2893,0.707614,0.6413,7.501486
2010-01-21,3.6725,97.91,3.8040386803185,0.711035,1.099474,1.383973,0.711035,1.390643,0.376,1.3994,1.7859072810011,1.048066,1.046857,495.2,6.826792,1964.18,0.711035,18.471985,0.711035,5.291951,72.352176,0.711035,0.711035,0.711035,0.711035,0.618601,0.711035,7.769127,0.688688,192.285267,9333.759954,0.711035,3.715373,46.039534,10040,127.76,0.711035,91.823094,1137.329352,0.2871,147.95,114.35,0.711035,0.711035,0.717101,8.013936,43.28,0.711035,29.7787,12.710466,3.377489,0.711035,5.791738,73.41,1.392918,0.3845,2.851,45.993316,84.544,2.882892,0.711035,3.64,2.934798,69.0716,29.765216,3.7503,7.20812,1.402517,0.711035,0.711035,33.004835,,1.4773890784983,6.3558,31.900597,8.0055,1,19.598,4.2893,0.711035,0.6427,7.533703
2010-01-22,3.6725,97.67,3.8132295719844,0.707464,1.107817,1.390664,0.707464,1.383658,0.376,1.4045,1.8180403254333,1.053484,1.040538,498.75,6.826884,1967.08,0.707464,18.523523,0.707464,5.267492,73.130032,0.707464,0.707464,0.707464,0.707464,0.61995,0.707464,7.771206,0.685163,192.444287,9348.440042,0.707464,3.723877,46.309869,,126.86,0.707464,90.095508,1150.357269,0.2871,147.91,114.3,0.707464,0.707464,0.712896,7.985285,43.49,0.707464,29.9046,12.987973,3.398019,0.707464,5.798019,73.65,1.407287,0.3845,2.853,46.183233,84.5565,2.901875,0.707464,3.64,2.933498,68.8781,29.842519,3.7499,7.225752,1.403537,0.707464,0.707464,33.030067,,1.4913335691546,6.3378,31.963212,8.01,1,19.6,4.3,0.707464,0.6406,7.614432
2010-01-23,3.6725,,,,,1.383679,,,,,,,,NaN,,1981.96,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2010-01-24,3.6725,,,,,1.383679,,,,,,,,NaN,,1981.96,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2010-01-25,3.6725,97.87,3.8089180976609,0.706664,1.104869,1.383679,0.706664,1.382093,0.376,1.4017,1.8160554024451,1.059713,1.040775,506.36,6.826867,1981.96,0.706664,18.381033,0.706664,5.261112,72.186277,0.706664,0.706664,0.706664,0.706664,0.619956,0.706664,7.768285,0.684248,191.6331,9336.379054,0.706664,3.725956,46.220055,10025,126.56,0.706664,90.269239,1150.201399,0.2867,147.88,114.35,0.706664,0.706664,0.71219,7.973217,43.27,0.706664,29.9386,12.899795,3.399477,0.706664,5.796057,73.85,1.401244,0.3845,2.851,46.237015,84.6508,2.874285,0.706664,3.64,2.910395,68.7734,30.107413,3.7501,7.213271,1.399901,0.706664,0.706664,32.965161,,1.4874567168398,6.3456,31.955339,8.0084,1,19.61,4.3,0.706664,0.6399,7.595718
2010-01-26,3.6725,98.21,3.8060347887824,0.709975,1.114164,1.382114,0.709975,1.388569,0.376,1.4012,1.8351437699681,1.062478,1.045296,506.88,6.826908,1961.97,0.709975,18.528222,0.709975,5.285765,72.26191,0.709975,0.709975,0.709975,0.709975,0.620021,0.709975,7.773802,0.687699,193.645722,9403.599574,0.709975,3.734256,46.020589,10008,127.33,0.709975,89.676961,1163.42918,0.2867,147.94,114.47,0.709975,0.709975,0.715426,8.004473,43.22,0.709975,29.9107,12.91317,3.422506,0.709975,5.85765,73.85,1.415122,0.3845,2.855,46.592119,84.6338,2.90394,0.709975,3.64,2.931132,69.2659,30.340433,3.7501,7.293078,1.404331,0.709975,0.709975,33.047923,,1.4981185658502,6.3513,32.048278,8.008,1,19.6,4.3,0.709975,0.6412,7.613135
2010-01-27,3.6725,98.51,3.8160886867538,0.710631,1.112564,1.388591,0.710631,1.389852,0.376,1.4019,1.8470011370097,1.064028,1.04612,512.12,6.826819,1972.22,0.710631,18.556708,0.710631,5.290648,72.265776,0.710631,0.710631,0.710631,0.710631,0.616295,0.710631,7.775867,0.690023,193.113985,9424.026435,0.710631,3.717453,46.299744,10007,127.66,0.710631,89.50398,1159.906197,0.2868,147.99,114.5,0.710631,0.710631,0.715784,8.009878,43.43,0.710631,29.9026,12.884025,3.422257,0.710631,5.841032,73.8,1.41174,0.3845,2.862,46.689881,84.6196,2.899943,0.710631,3.64,2.924105,69.4488,30.283542,3.7475,7.280131,1.404278,0.710631,0.710631,33.035105,,1.4927515633883,6.357,32.067226,8.0048,1,19.6,4.2893,0.710631,0.6412,7.580443
2010-01-28,3.6725,98.98,3.8162725908994,0.714337,1.109865,1.389874,0.714337,1.3971,0.376,1.4026,1.8488463461676,1.058933,1.051861,520.69,6.826916,1988.05,0.714337,18.738481,0.714337,5.318023,72.358526,0.714337,0.714337,0.714337,0.714337,0.615473,0.714337,7.768769,0.694095,193.799557,9322.230159,0.714337,3.733052,46.279734,10008,128.04,0.714337,90.26359,1151.639403,0.2871,148.07,114.63,0.714337,0.714337,0.719923,8.045646,43.47,0.714337,29.8749,12.942282,3.408743,0.714337,5.84256,74.2,1.406886,0.3845,2.859,46.597614,84.5554,2.907708,0.714337,3.64,2.954497,69.9672,30.33431,3.7502,7.287735,1.401743,0.714337,0.714337,33.08522,,1.4928209157797,6.3579,31.973712,8.0024,1,19.614,4.2893,0.714337,0.6432,7.578898
2010-01-29,3.6725,99.6,3.8235715308607,0.716025,1.119791,1.397121,0.716025,1.400401,0.376,1.4046,1.8620936560218,1.068595,1.049835,531.75,6.826794,1991.21,0.716025,18.776314,0.716025,5.330302,72.488973,0.716025,0.716025,0.716025,0.716025,0.620471,0.716025,7.766719,0.695165,194.150079,9359.322641,0.716025,3.721323,46.195045,,127.67,0.716025,90.326507,1161.391952,0.2871,148.19,114.6,0.716025,0.716025,0.722032,8.064943,43.7,0.716025,29.8897,13.024989,3.410998,0.716025,5.879994,74,1.415652,0.3845,2.856,46.485751,84.7339,2.89725,0.716025,3.64,2.939639,70.6428,30.316483,3.7502,7.331233,1.404053,0.716025,0.716025,33.174853,,1.4888300157525,,31.97766,8.0012,1,19.6,4.2893,0.716025,0.6453,7.568667
2010-01-30,3.6725,,,,,1.400422,,,,,,,,NaN,,1982.29,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2010-01-31,3.6725,,,,,1.400422,,,,,,,,NaN,,1982.29,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2010-02-01,3.6725,99.95,3.8381369941781,0.718752,1.131891,1.400422,0.718752,1.405736,0.376,1.4111,1.8773808668152,1.068641,1.058363,523.1,6.827428,1982.29,0.718752,18.734277,0.718752,5.351398,72.600014,0.718752,0.718752,0.718752,0.718752,0.6288,0.718752,7.767268,0.697832,195.033422,9397.441242,0.718752,3.731474,46.375332,9995,127.83,0.718752,90.275282,1169.48178,0.2876,148.21,114.6,0.718752,0.718752,0.724782,8.085747,43.94,0.718752,,13.038022,3.41472,0.718752,5.891253,73.85,1.421261,0.3845,2.853,46.626177,85.0519,2.878243,0.718752,3.64,2.937037,70.9347,30.368001,3.7502,7.28937,1.412348,0.718752,0.718752,33.189822,,1.491051534536,6.3368,32.088694,7.999,1,19.6,4.2893,0.718752,0.646,7.57148
2010-02-02,3.6725,99.97,3.8387027337304,0.717515,1.134749,1.405757,0.717515,1.403315,0.376,1.4117,1.8442275956088,1.059625,1.057114,528.48,6.826935,1972.6,0.717515,18.653943,0.717515,5.342183,72.57681,0.717515,0.717515,0.717515,0.717515,0.626928,0.717515,7.768028,0.696897,193.908302,9354.258449,0.717515,3.70094,46.207936,10005,127.4,0.717515,90.550334,1159.668508,0.2876,147.95,114.65,0.717515,0.717515,0.723534,8.074048,43.96,0.717515,29.9733,12.882471,3.415513,0.717515,5.84308,74.05,1.413934,0.3845,2.849,46.378704,84.9566,2.864103,0.717515,3.64,2.935711,70.7952,30.169692,3.7502,7.263328,1.40927,0.717515,0.717515,33.139844,,1.4866901054746,6.3501,32.051374,7.9993,1,19.551,4.2893,0.717515,0.6443,7.462295
2010-02-03,3.6725,99.5,3.8329519450801,0.715103,1.126931,1.403336,0.715103,1.398598,0.376,,1.8344536613272,1.060641,1.053919,528.58,6.826588,1959.93,0.715103,18.60984,0.715103,5.323942,72.596467,0.715103,0.715103,0.715103,0.715103,0.626573,0.715103,7.764588,0.694555,193.092105,9287.328375,0.715103,3.705449,45.974685,10001,126.26,0.715103,90.625,1147.003719,0.2873,148.01,114.55,0.715103,0.715103,0.721306,8.05163,43.96,0.715103,30.0349,12.880006,3.399528,0.715103,5.839531,74.01,1.405892,0.3845,2.853,46.091247,84.9445,2.848041,0.715103,3.64,2.93228,70.6896,29.934211,3.75,7.226831,1.408967,0.715103,0.715103,33.034897,,1.4831950800915,6.3576,31.957952,8.0004,1,19.5,4.2893,0.715103,0.6436,7.464245
2010-02-04,3.6725,100.18,3.8339712573121,0.722178,1.135697,1.39862,0.722178,1.412436,0.376,1.4122,1.8606918466094,1.061674,1.06088,535.51,6.826894,1966.02,0.722178,18.863292,0.722178,5.376327,72.772081,0.722178,0.722178,0.722178,0.722178,0.630534,0.722178,7.769409,0.701714,196.865747,9346.782697,0.722178,3.722395,46.254784,10011,127.55,0.722178,90.763342,1151.13743,0.2876,147.9,114.55,0.722178,0.722178,0.728648,8.117643,43.81,0.722178,30.064,12.97754,3.42103,0.722178,5.899473,73.55,1.435618,0.3845,2.86,46.179678,84.9547,2.908933,0.722178,3.64,2.978985,71.1125,30.103994,3.75,7.317831,1.415252,0.722178,0.722178,33.08009,,1.4974362677836,6.3419,32.014155,8.0012,1,19.617,4.2893,0.722178,0.6473,7.56691
2010-02-05,3.6725,101.2,3.841939960558,0.730407,1.15565,1.412458,0.730407,1.42853,0.376,1.4203,1.8813819297349,1.073552,1.072383,546.18,6.827113,1984.16,0.730407,19.125703,0.730407,5.437806,73.024103,0.730407,0.730407,0.730407,0.730407,0.637828,0.730407,7.771164,0.709613,200.204514,9450.164342,0.730407,3.741582,46.797166,,128.78,0.730407,89.467533,1169.571251,0.2876,147.86,114.65,0.730407,0.730407,0.736534,8.193704,44.24,0.730407,30.0652,13.174129,3.444014,0.730407,6.003579,73.85,1.450734,0.3845,2.865,46.563436,,2.985538,0.730407,3.64,3.026441,71.9305,30.483529,3.7497,7.479731,1.422467,0.730407,0.730407,33.210138,,1.5181506098897,6.337,32.178073,8.0012,1,19.916,4.2893,0.730407,0.6495,7.709006
2010-02-06,3.6725,,,,,1.428552,,,,,,,,NaN,,1997.13,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2010-02-07,3.6725,,,,,1.428552,,,,,,,,NaN,,1997.13,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2010-02-08,3.6725,101.09,3.8391224862888,0.731261,1.152834,1.428552,0.731261,1.430201,0.376,1.4216,1.8779524680073,1.070567,1.071956,543.35,6.826691,1997.13,0.731261,19.135649,0.731261,5.443656,73.149982,0.731261,0.731261,0.731261,0.731261,0.640658,0.731261,7.770603,0.710686,200.292505,9405.308958,0.731261,3.728702,46.810238,10030,128.72,0.731261,89.265082,1171.919561,0.2883,147.78,114.65,0.731261,0.731261,0.7375,8.201828,44.68,0.731261,30.2365,13.172212,3.441536,0.731261,5.974771,74.75,1.456234,0.3845,2.872,46.585009,84.9882,3.001097,0.731261,3.64,3.025229,72.3626,30.497989,3.7499,7.430786,1.422303,0.731261,0.731261,33.189762,,1.5247531992687,6.3306,32.182815,8.0004,1,19.9,4.2893,0.731261,0.6489,7.758464
2010-02-09,3.6725,101.12,3.844476744186,0.726744,1.143096,1.430223,0.726744,1.421366,0.376,1.4217,1.8567587209302,1.06686,1.066279,541.39,6.826672,2003.76,0.726744,18.967297,0.726744,5.410465,72.918823,0.726744,0.726744,0.726744,0.726744,0.639826,0.726744,7.769331,0.706296,197.674419,9359.077035,0.726744,3.725,46.654797,10031,128.45,0.726744,89.680233,1163.844477,0.28815,147.96,114.7,0.726744,0.726744,0.733358,8.163953,44.75,0.726744,30.4359,13.12827,3.432776,0.726744,5.924419,74.74,1.444549,0.3845,2.864,46.392442,84.9414,2.963299,0.726744,3.64,3,71.8843,30.351744,3.7502,7.355887,1.417951,0.726744,0.726744,33.175145,,1.5116279069767,6.3347,32.082122,8.0074,1,19.82,4.2893,0.726744,0.6486,7.702907
2010-02-10,3.6725,100.93,3.8427947598253,0.727802,1.142649,1.421388,0.727802,1.423435,0.376,1.4187,1.8494177583697,1.067467,1.066812,541.23,6.830204,1981.4,0.727802,19.001456,0.727802,5.418413,72.928967,0.727802,0.727802,0.727802,0.727802,0.64032,0.727802,7.770451,0.707372,197.634643,9367.787482,0.727802,3.748617,46.494905,10022,127.84,0.727802,89.526929,1158.398836,0.2879,,114.65,0.727802,0.727802,0.734322,8.169869,44.7,0.727802,30.4713,13.059534,3.431514,0.727802,5.903202,74.65,1.443013,0.3845,2.859,46.43377,84.9549,2.959461,0.727802,3.64,2.997089,71.6695,30.262009,3.7502,7.302402,1.417977,0.727802,0.727802,33.170306,,1.513173216885,6.3351,32.070597,8.0093,1,19.729,4.2893,0.727802,0.6497,7.714556
2010-02-11,3.6725,101.05,3.8489575739904,0.728969,1.125966,1.423457,0.728969,1.425718,0.376,1.4124,1.8473538416679,1.057151,1.068888,535.63,6.834597,1965.03,0.728969,18.959032,0.728969,5.427322,72.945182,0.728969,0.728969,0.728969,0.728969,0.639671,0.728969,7.770083,0.707858,197.186179,9367.947223,0.728969,3.734437,46.500948,,128.14,0.728969,89.685085,1155.977548,0.2878,,114.7,0.728969,0.728969,0.735811,8.171454,44.76,0.728969,30.43,13.075011,3.427468,0.728969,5.902828,74.49,1.431185,0.3845,2.853,46.219566,84.9354,2.936653,0.728969,3.64,2.992054,71.5748,30.159644,3.7502,7.260388,1.412524,0.728969,0.728969,33.165184,,1.5131943431987,6.3419,32.030908,8.01,1,19.788,4.2893,0.728969,0.6512,7.691282
2010-02-12,3.6725,101.92,3.8461538461538,0.736811,1.132184,1.42574,0.736811,1.441055,0.376,1.4124,1.8629531388152,1.051356,1.079428,533.55,6.832965,1943.6,0.736811,19.175508,0.736811,5.48519,72.779988,0.736811,0.736811,0.736811,0.736811,0.640363,0.736811,7.770704,0.715395,199.292661,9338.793103,0.736811,3.748526,46.492779,,129.42,0.736811,90.1341,1151.923077,0.2878,148.01,114.65,0.736811,0.736811,0.743412,8.259505,44.83,0.736811,,13.010021,3.420498,0.736811,5.940908,74.29,1.441202,0.3845,2.856,46.256263,84.8564,2.959917,0.736811,3.64,3.040672,72.1503,30.274094,3.7497,7.30504,1.41453,0.736811,0.736811,33.205128,,1.5192307692308,6.3486,32.095491,8.01,1,19.9,4.2893,0.736811,0.6512,7.694665
2010-02-13,3.6725,,,,,1.441077,,,,,,,,NaN,,1936.9,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2010-02-14,3.6725,,,,,1.441077,,,,,,,,NaN,,1936.9,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2010-02-15,3.6725,101.85,3.850959065187,0.734916,1.124715,1.441077,0.734916,1.437348,,,1.858161240538,1.047476,1.07746,529.6,6.833027,1936.9,0.734916,19.109282,0.734916,5.470493,73.121702,0.734916,0.734916,0.734916,0.734916,0.637613,0.734916,7.770706,0.71295,199.441464,9349.996325,0.734916,3.751451,46.324686,,128.83,0.734916,89.968399,1155.993239,0.2884,147.88,NaN,0.734916,0.734916,0.740872,8.240244,45.31,0.734916,30.3605,12.92401,3.425369,0.734916,5.918277,74.29,1.433821,0.3845,2.854,46.279856,84.9558,2.95201,0.734916,3.64,3.024179,NaN,30.232233,3.7502,7.261336,1.411259,0.734916,0.734916,33.185125,,1.5147350628353,6.3345,32.093775,8.0025,1,NaN,NaN,0.734916,0.6514,7.70596
2010-02-16,3.6725,101.66,3.8610887244487,0.732654,1.115759,1.43737,0.732654,1.432925,,,1.8544948347864,1.045058,1.07539,525.48,6.833028,1936.9,0.732654,19.069529,0.732654,5.453147,73.061836,0.732654,0.732654,0.732654,0.732654,0.637776,0.732654,7.770679,0.709171,199.553081,9313.97172,0.732654,3.746282,46.21181,10041,127.79,0.732654,89.882043,1151.476299,0.2883,148.08,114.4,0.732654,0.732654,0.738697,8.218917,45.2,0.732654,30.4887,12.904975,3.425379,0.732654,5.899333,74.16,1.422742,0.3845,2.849,46.108872,84.9844,2.940508,0.732654,3.64,3.013701,72.0886,30.155103,3.7501,7.236428,1.407063,0.732654,0.732654,33.203898,,1.5128580848414,,32.082936,8.002,1,NaN,4.2893,0.732654,0.6497,7.719247
2010-02-17,3.6725,101.02,3.8612851522658,0.728544,1.106732,1.432947,0.728544,1.424887,0.376,1.4035,1.8317791053475,1.042256,1.06943,527.58,6.833018,1925.79,0.728544,18.890427,0.728544,5.42292,72.903832,0.728544,0.728544,0.728544,0.728544,0.633105,0.728544,7.76876,0.705386,197.311671,9281.349264,0.728544,3.732114,46.113216,10031,127.17,0.728544,90.842197,1142.6927,0.2878,148.16,114.25,0.728544,0.728544,0.735175,8.177036,45.06,0.728544,30.5055,12.824494,3.388751,0.728544,5.832726,73.95,1.41323,0.3845,2.848,45.979892,84.9845,2.897421,0.728544,3.64,3.000729,71.4761,30.0051,3.7501,7.153067,1.403468,0.728544,0.728544,33.145126,,1.5056097916363,,32.088737,8.0024,1,19.85,4.2893,0.728544,0.651,7.596168
2010-02-18,3.6725,102.02,3.8549421390138,0.737083,1.1141,1.424909,0.737083,1.441586,0.376,1.4094,1.8343038254588,1.044962,1.0799,527.81,6.832977,1928.79,0.737083,18.957765,0.737083,5.486253,73.199381,0.737083,0.737083,0.737083,0.737083,0.641557,0.737083,7.766197,0.713066,199.882067,9315.375544,0.737083,3.752193,46.274784,10037,128.31,0.737083,90.882288,1150.364856,0.2883,147.83,114.35,0.737083,0.737083,0.743581,8.255768,44.81,0.737083,30.5647,12.86563,3.400752,0.737083,5.946783,73.64,1.426845,0.3845,2.851,46.171593,84.9482,2.94892,0.737083,3.64,3.04791,72.666,30.086976,3.7502,7.216997,1.407975,0.737083,0.737083,33.175352,,1.5208225842117,6.3251,32.088892,8.0024,1,19.85,4.2893,0.737083,0.6519,7.634776
2010-02-19,3.6725,102.52,3.8538353428508,0.7397,1.122198,1.441608,0.7397,1.446705,0.376,1.4135,1.8164805089134,1.051483,1.084252,532.39,6.832976,1930.94,0.7397,19.058362,0.7397,5.505511,72.780013,0.7397,0.7397,0.7397,0.7397,0.649678,0.7397,7.766773,0.715696,200.680524,9335.342851,0.7397,3.762187,46.3052,,129.18,0.7397,91.84851,1159.90088,,147.76,114.35,0.7397,0.7397,0.746431,8.279606,45.34,0.7397,30.7038,12.870035,3.413492,0.7397,5.995636,74.01,1.440713,0.3845,2.851,46.268215,84.9427,2.961979,0.7397,3.64,3.055699,73.2874,30.056217,3.7502,7.283083,1.414676,0.7397,0.7397,33.174791,,1.5249648642651,6.3424,32.088172,7.9997,1,19.841,4.2893,0.7397,0.6557,7.700052
2010-02-20,3.6725,,,,,1.446727,,,,,,,,NaN,,1928.86,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2010-02-21,3.6725,,,,,1.446727,,,,,,,,NaN,,1928.86,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2010-02-22,3.6725,101.88,3.8565242917951,0.733891,1.10913,1.446727,0.733891,1.435344,0.376,1.4075,1.8000880669309,1.037208,1.075077,533.21,6.826435,1928.86,0.733891,18.897696,0.733891,5.462792,72.892485,0.733891,0.733891,0.733891,0.733891,0.645604,0.733891,7.76376,0.709832,197.967122,9296.433289,0.733891,3.764274,46.215324,10034,128.2,0.733891,91.281374,1147.343314,0.2883,147.67,114.35,0.733891,0.733891,0.740674,8.231249,45.5,0.733891,30.7899,12.752532,3.401512,0.733891,5.896815,74.07,1.422428,0.3845,2.85,46.154411,85.0094,2.907677,0.733891,3.64,3.028769,72.5448,29.985322,3.7502,7.198738,1.40819,0.733891,0.733891,33.141054,,1.5177601643916,6.3344,32.093057,7.998,1,19.759,4.2893,0.733891,0.6532,7.687509
